Make,Model,Configuration,Rating,Price,Registered,Kilometers,Fuel,Consumption,Tax,Power,Transmission,TowCapacity,PriceNew,Trunk,Width,Length,Height
Honda,Civic,"1,6 i-DTEC Elegance Tourer 5d",4.2,74.700 kr.,7/2016,224.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.400 kg,290.300 kr.,-,177 cm,,
Peugeot,308,"1,6 BlueHDi 120 Style SW 5d",4.3,43.900 kr.,10/2015,261.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,271.745 kr.,-,180 cm,,
Kia,Optima,"2,0 PHEV SW aut. 5d",4.6,169.900 kr.,3/2019,79.000 km,Plug-in hybrid Benzin,"(WLTP) 66,7 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,346.018 kr.,440 liter,186 cm,486 cm,147 cm
Peugeot,208,"1,5 BlueHDi 100 Allure+ 5d",4.2,109.900 kr.,1/2020,115.000 km,Diesel,"(WLTP) 24,4 km/l",1.400 kr. / år,100 hk/250 nm,Manuel,1.200 kg,178.910 kr.,309 liter,175 cm,,
Kia,Ceed,"1,6 CRDi 128 Limited Navi 5d",4.3,54.800 kr.,5/2014,214.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,128 hk/260 nm,Manuel,15.000 kg,276.997 kr.,-,178 cm,,
Peugeot,308,"1,6 BlueHDi 120 Chili Allure SW 5d",4.3,104.900 kr.,6/2017,145.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,289.990 kr.,-,180 cm,,
VW,Passat,"1,4 GTE+ Pro Variant DSG 5d",4.3,149.900 kr.,12/2019,271.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,413.917 kr.,483 liter,183 cm,477 cm,152 cm
Volvo,XC40,"1,5 T4 ReCharge Inscription X aut. 5d",4.5,259.900 kr.,12/2020,99.000 km,Plug-in hybrid Benzin,"(NEDC) 31,1 km/l",1.160 kr. / år,211 hk/405 nm,Automatisk,1.800 kg,486.003 kr.,460 liter,186 cm,443 cm,166 cm
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,189.600 kr.,12/2020,104.597 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,326.009 kr.,411 liter,188 cm,461 cm,166 cm
Opel,Grandland X,"1,6 Hybrid4 Exclusive aut. 5d",4.4,199.900 kr.,1/2020,59.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",980 kr. / år,300 hk/520 nm,Automatisk,1.250 kg,416.011 kr.,390 liter,186 cm,448 cm,161 cm
Peugeot,308,"1,6 BlueHDi 120 Active SW 5d",4.3,52.900 kr.,1/2015,221.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,282.988 kr.,-,180 cm,,
Seat,Leon,"1,6 TDi 110 Style ST DSG 5d",4.4,94.900 kr.,2/2016,196.300 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/250 nm,Automatisk,1.500 kg,269.400 kr.,-,182 cm,,
Hyundai,Tucson,"1,6 PHEV N-Line aut. 4WD 5d",4.2,269.800 kr.,10/2021,88.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,265 hk/350 nm,Automatisk,1.350 kg,390.816 kr.,558 liter,187 cm,450 cm,165 cm
Citroën,Grand C4 Picasso,"1,6 BlueHDi 120 Extravaganza EAT6 7prs 5d",4.1,94.700 kr.,4/2017,154.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/300 nm,Automatisk,1.500 kg,309.990 kr.,-,183 cm,,
Nissan,Qashqai,"1,6 dCi 130 N-Connecta 5d",4.3,119.900 kr.,4/2017,183.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,130 hk/320 nm,Manuel,1.350 kg,350.900 kr.,-,181 cm,,
Citroën,C4,"1,6 BlueHDi 100 Attraction 5d",4.2,38.900 kr.,2/2015,230.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,100 hk/254 nm,Manuel,1.550 kg,184.989 kr.,-,179 cm,,
VW,Golf VIII,"1,4 GTE DSG 5d",4.6,264.900 kr.,11/2020,63.000 km,Plug-in hybrid Benzin,"(NEDC) 40,0 km/l",980 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,348.416 kr.,272 liter,180 cm,429 cm,148 cm
VW,Passat,"1,4 GTE Highline+ Variant DSG 5d",4.3,214.700 kr.,2/2020,75.000 km,Plug-in hybrid Benzin,"(WLTP) 62,5 km/l",1.040 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,-,483 liter,183 cm,477 cm,152 cm
Audi,A1,"1,6 TDi 105 Ambition Sportback 5d",4.5,72.500 kr.,6/2012,169.500 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,105 hk/250 nm,Manuel,1.200 kg,277.069 kr.,-,175 cm,,
Volvo,V40,"1,6 D2 115 Momentum 5d",4.3,76.999 kr.,8/2014,232.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,115 hk/270 nm,Manuel,1.300 kg,344.901 kr.,-,180 cm,,
Kia,Optima,"2,0 PHEV SW aut. 5d",4.6,189.900 kr.,11/2019,49.900 km,Plug-in hybrid Benzin,"(WLTP) 66,7 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,325.918 kr.,440 liter,186 cm,486 cm,147 cm
Renault,Megane IV,"1,5 dCi 110 Zen 5d",4.4,99.900 kr.,9/2016,101.500 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,110 hk/250 nm,Manuel,1.650 kg,263.200 kr.,-,181 cm,,
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,209.600 kr.,5/2021,75.554 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,345.749 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf VIII,"1,4 GTE DSG 5d",4.6,219.900 kr.,12/2020,65.300 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,340.814 kr.,280 liter,179 cm,428 cm,146 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,219.900 kr.,9/2020,72.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Skoda,Octavia,"1,0 eTSi 110 Ambition First Edition DSG 5d",4.5,204.900 kr.,12/2020,60.000 km,Benzin,"(WLTP) 19,6 km/l",1.260 kr. / år,110 hk/200 nm,Automatisk,1.300 kg,254.811 kr.,600 liter,183 cm,,
Renault,Megane IV,"1,5 dCi 110 Zen Sport Tourer EDC 5d",4.4,99.900 kr.,6/2017,169.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,110 hk/250 nm,Automatisk,1.700 kg,265.271 kr.,-,181 cm,,
Kia,Optima,"2,0 PHEV SW aut. 5d",4.6,219.900 kr.,10/2019,44.000 km,Plug-in hybrid Benzin,"(WLTP) 66,7 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,346.018 kr.,440 liter,186 cm,486 cm,147 cm
Skoda,Octavia,"1,4 TSi iV Combi DSG 5d",4.5,214.900 kr.,4/2021,66.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.818 kr.,490 liter,183 cm,469 cm,150 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,178.900 kr.,6/2020,123.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Audi,A3,"1,4 e-tron Sport Sportback S-tr. 5d",4.5,179.500 kr.,6/2018,95.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",1.080 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,394.834 kr.,280 liter,179 cm,431 cm,143 cm
Peugeot,308,"1,6 BlueHDi 120 Style Limited SW 5d",4.3,69.700 kr.,2/2016,209.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,-,-,180 cm,,
VW,Passat,"1,4 GTE Highline Variant DSG 5d",4.3,164.700 kr.,9/2016,121.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",840 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,-,483 liter,183 cm,477 cm,148 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,124.900 kr.,8/2019,152.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,274.920 kr.,324 liter,181 cm,436 cm,154 cm
Mitsubishi,Outlander,"2,4 PHEV Intense CVT 4WD 5d",4.1,165.000 kr.,10/2019,94.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,385.926 kr.,498 liter,180 cm,470 cm,170 cm
Hyundai,i30,"1,6 CRDi 110 Comfort CW Eco 5d",4.4,59.900 kr.,10/2012,175.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.500 kg,239.995 kr.,-,178 cm,,
Audi,A3,40 TFSi e Prestige Sportback S-tr. 5d,·,229.600 kr.,6/2021,64.000 km,Plug-in hybrid Benzin,"(NEDC) 46,9 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,350.810 kr.,280 liter,182 cm,434 cm,145 cm
Ford,Focus,"1,5 TDCi 95 Trend stc. 5d",4.3,81.700 kr.,12/2015,92.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,95 hk/270 nm,Manuel,1.200 kg,248.645 kr.,-,182 cm,,
,,,,,,,,,,,,,,,,,
Hyundai,i30,"1,6 CDRi 110 Comfort 5d",4.4,59.500 kr.,2/2015,194.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/-,Manuel,1.500 kg,239.995 kr.,-,-,,
Kia,Ceed,"1,6 PHEV Upgrade+ SW DCT 5d",4.3,169.900 kr.,2/2020,50.000 km,Plug-in hybrid Benzin,"(NEDC) 47,1 km/l",940 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,341.913 kr.,427 liter,180 cm,461 cm,147 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,179.900 kr.,9/2020,76.800 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,274.920 kr.,324 liter,181 cm,436 cm,154 cm
Skoda,Octavia,"1,4 TSi iV Plus Combi DSG 5d",4.5,197.900 kr.,5/2021,100.000 km,Plug-in hybrid Benzin,"(NEDC) 45,1 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,335.814 kr.,490 liter,183 cm,469 cm,150 cm
Citroën,C3,"1,6 BlueHDi 100 Attraction 5d",4.1,39.990 kr.,4/2016,267.000 km,Diesel,"(NEDC) 33,3 km/l",240 kr. / år,100 hk/254 nm,Manuel,1.150 kg,-,-,173 cm,,
Hyundai,i30,"1,6 CRDi 110 Life+ 5d",4.4,59.700 kr.,11/2016,217.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,110 hk/280 nm,Manuel,1.500 kg,201.535 kr.,-,178 cm,,
Peugeot,208,"1,2 PureTech 100 Allure Sky 5d",4.2,109.900 kr.,2/2020,129.000 km,Benzin,"(WLTP) 18,2 km/l",1.260 kr. / år,100 hk/205 nm,Manuel,1.200 kg,185.909 kr.,309 liter,177 cm,,
Kia,Ceed,"1,6 CRDi 136 Attraction 5d",4.3,81.500 kr.,6/2016,167.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,136 hk/280 nm,Manuel,1.500 kg,253.820 kr.,-,178 cm,,
Skoda,Superb,"1,4 TSi iV Style Combi DSG 5d",4.6,264.900 kr.,6/2021,42.000 km,Plug-in hybrid Benzin,"(NEDC) 35,6 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,-,510 liter,186 cm,486 cm,151 cm
Citroën,Grand C4 Picasso,"1,6 e-HDi 115 Intensive ETG6 7prs 5d",4.1,64.900 kr.,11/2014,272.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,115 hk/270 nm,Automatisk,1.500 kg,345.875 kr.,-,183 cm,,
VW,Passat,"1,4 GTE Highline Variant DSG 5d",4.3,159.700 kr.,4/2016,124.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",840 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,-,483 liter,183 cm,477 cm,148 cm
Opel,Astra,"1,6 CDTi 110 Sport Sports Tourer eco 5d",4.0,54.900 kr.,6/2015,215.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,110 hk/300 nm,Manuel,1.300 kg,290.993 kr.,-,181 cm,,
Ford,Focus,"1,0 EcoBoost Titanium stc. 5d",4.3,143.999 kr.,6/2020,72.000 km,Benzin,"(WLTP) 17,9 km/l",1.260 kr. / år,125 hk/170 nm,Manuel,1.000 kg,248.876 kr.,608 liter,183 cm,,
Renault,Megane IV,"1,5 dCi 110 Zen 5d",4.4,69.700 kr.,3/2016,173.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,110 hk/250 nm,Manuel,1.650 kg,235.099 kr.,-,181 cm,,
Kia,Niro,"1,6 PHEV Advance DCT 5d",·,170.000 kr.,2/2020,88.000 km,Plug-in hybrid Benzin,"(NEDC) 44,2 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,274.920 kr.,324 liter,181 cm,436 cm,154 cm
Hyundai,i30,"1,6 CRDi 110 Life+ CW 5d",4.4,44.900 kr.,6/2016,288.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/280 nm,Manuel,1.500 kg,241.993 kr.,-,178 cm,,
BMW,120d,"2,0 aut. 5d",4.6,154.900 kr.,5/2016,134.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,190 hk/400 nm,Automatisk,1.500 kg,403.588 kr.,-,177 cm,,
Renault,Megane IV,"1,5 dCi 110 Zen Sport Tourer 5d",4.4,124.900 kr.,8/2017,89.000 km,Diesel,"(NEDC) 28,6 km/l",1.040 kr. / år,110 hk/250 nm,Manuel,1.700 kg,242.147 kr.,-,181 cm,,
Peugeot,308,"1,6 BlueHDi 120 Businessline SW 5d",4.3,79.900 kr.,4/2016,164.000 km,Diesel,"(NEDC) 27,3 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.300 kg,-,-,180 cm,459 cm,147 cm
Skoda,Octavia,"1,4 TSi iV Plus DSG 5d",4.5,229.880 kr.,12/2021,44.000 km,Plug-in hybrid Benzin,"(WLTP) 100,0 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,362.949 kr.,450 liter,183 cm,469 cm,149 cm
VW,Passat,"1,4 GTE Highline Variant DSG 5d",4.3,189.700 kr.,11/2017,80.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,-,483 liter,183 cm,477 cm,148 cm
Peugeot,308,"1,6 BlueHDi 120 Allure 5d",4.3,86.900 kr.,7/2018,179.000 km,Diesel,"(NEDC) 32,3 km/l",1.400 kr. / år,120 hk/300 nm,Manuel,1.400 kg,246.011 kr.,420 liter,186 cm,,
Nissan,Qashqai,"1,5 dCi 110 Tekna 5d",4.3,159.900 kr.,3/2017,53.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,361.865 kr.,-,181 cm,,
Nissan,Qashqai,"1,5 dCi 110 Tekna 5d",4.3,89.700 kr.,3/2017,210.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,354.990 kr.,-,181 cm,,
Kia,Ceed,"1,6 CRDi 136 Attraction SW 5d",4.3,79.800 kr.,1/2016,185.500 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,136 hk/280 nm,Manuel,1.500 kg,268.163 kr.,-,178 cm,,
Kia,Ceed,"1,6 PHEV Upgrade+ SW DCT 5d",4.3,205.000 kr.,7/2020,32.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",1.080 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,341.913 kr.,427 liter,180 cm,461 cm,147 cm
Citroën,C3,"1,6 BlueHDi 100 Attraction 5d",4.1,49.800 kr.,12/2016,157.700 km,Diesel,"(NEDC) 33,3 km/l",240 kr. / år,100 hk/254 nm,Manuel,1.150 kg,-,-,173 cm,,
Opel,Corsa,"1,5 D 102 Elegance 5d",4.1,89.900 kr.,1/2020,128.000 km,Diesel,"(WLTP) 24,4 km/l",1.400 kr. / år,102 hk/250 nm,Manuel,1.200 kg,170.913 kr.,309 liter,177 cm,,
Peugeot,308,"1,6 BlueHDi 120 Active SW EAT6 5d",4.3,99.900 kr.,4/2016,175.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,120 hk/300 nm,Automatisk,1.200 kg,308.993 kr.,-,186 cm,,
MG,EHS,"1,5 PHEV Luxury 5d",4.0,199.900 kr.,12/2021,37.000 km,Plug-in hybrid Benzin,"(NEDC) 27,2 km/l",840 kr. / år,258 hk/370 nm,Automatisk,1.500 kg,299.999 kr.,448 liter,188 cm,457 cm,169 cm
Opel,Corsa,"1,3 CDTi 95 Enjoy 5d",4.1,51.700 kr.,10/2015,182.000 km,Diesel,"(NEDC) 29,4 km/l",1.040 kr. / år,95 hk/190 nm,Manuel,1.150 kg,195.005 kr.,-,174 cm,,
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,189.900 kr.,11/2020,84.000 km,Plug-in hybrid Benzin,"(WLTP) 111,1 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
VW,Golf VII,"1,6 TDi 110 BlueMotion Variant 5d",4.6,79.800 kr.,12/2015,246.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/250 nm,Manuel,1.500 kg,301.503 kr.,-,180 cm,,
Opel,Corsa,"1,5 D 102 Elegance 5d",4.1,139.900 kr.,2/2020,26.000 km,Diesel,"(WLTP) 24,4 km/l",1.400 kr. / år,102 hk/250 nm,Manuel,1.200 kg,170.913 kr.,309 liter,177 cm,,
Peugeot,208,"1,2 PureTech 100 Edition:210+ 5d",4.2,127.777 kr.,12/2020,71.000 km,Benzin,"(NEDC) 25,6 km/l",1.260 kr. / år,100 hk/205 nm,Manuel,1.200 kg,180.929 kr.,309 liter,177 cm,,
Mitsubishi,Outlander,"2,4 PHEV Intense CVT 4WD 5d",4.1,219.900 kr.,2/2020,64.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,385.926 kr.,498 liter,180 cm,470 cm,170 cm
Seat,Formentor,"1,4 eHybrid Cupra VZ DSG 5d",4.0,254.900 kr.,6/2021,47.000 km,Plug-in hybrid Benzin,"(WLTP) 66,6 km/l",1.040 kr. / år,245 hk/-,Automatisk,1.500 kg,355.811 kr.,345 liter,-,-,-
Mitsubishi,Outlander,"2,4 PHEV Intense CVT 4WD 5d",4.1,199.900 kr.,8/2019,66.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,416.016 kr.,498 liter,180 cm,470 cm,170 cm
Skoda,Rapid,"1,6 TDi 105 Ambition Spaceback 5d",4.5,59.900 kr.,7/2015,213.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,105 hk/250 nm,Manuel,1.200 kg,-,-,171 cm,,
,,,,,,,,,,,,,,,,,
Kia,XCeed,"1,6 PHEV Upgrade DCT 5d",4.5,164.800 kr.,9/2020,62.500 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,265.919 kr.,291 liter,183 cm,440 cm,149 cm
Citroën,C4,"1,6 e-HDi 115 Seduction E6G 5d",4.2,59.900 kr.,5/2014,124.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,115 hk/270 nm,Automatisk,1.550 kg,261.990 kr.,-,179 cm,,
Peugeot,3008,"1,6 Hybrid First Selection EAT8 5d",4.4,199.800 kr.,5/2021,98.000 km,Plug-in hybrid Benzin,"(NEDC) 39,2 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,340.907 kr.,395 liter,184 cm,445 cm,162 cm
Ford,Focus,"1,0 EcoBoost mHEV Titanium X stc. 5d",4.3,189.900 kr.,2/2021,83.000 km,Benzin,"(WLTP) 19,6 km/l",1.260 kr. / år,155 hk/235 nm,Manuel,1.000 kg,284.790 kr.,608 liter,183 cm,,
Volvo,XC40,"1,5 T4 ReCharge R-Design aut. 5d",4.5,299.900 kr.,11/2021,25.000 km,Plug-in hybrid Benzin,"(WLTP) 47,6 km/l",840 kr. / år,211 hk/405 nm,Automatisk,1.800 kg,450.900 kr.,460 liter,187 cm,443 cm,166 cm
Renault,Scenic IV,"1,5 dCi 110 Bose Edition EDC 5d",4.3,114.700 kr.,5/2017,157.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/260 nm,Automatisk,1.850 kg,332.471 kr.,-,187 cm,,
Skoda,Superb,"1,6 TDi 120 Ambition Combi DSG 5d",4.6,139.980 kr.,5/2016,196.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/250 nm,Automatisk,1.800 kg,411.000 kr.,-,186 cm,486 cm,148 cm
Hyundai,i30,"1,6 CRDi 110 Premium stc. 5d",4.4,74.900 kr.,10/2017,208.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/280 nm,Manuel,1.500 kg,273.395 kr.,-,180 cm,,
Kia,Optima,"2,0 PHEV SW aut. 5d",4.6,119.700 kr.,8/2018,177.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.230 kg,364.997 kr.,440 liter,186 cm,486 cm,147 cm
Cupra,Leon,"1,4 eHybrid Sportstourer DSG 5d",4.4,229.900 kr.,3/2021,68.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",1.040 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,335.810 kr.,470 liter,180 cm,466 cm,146 cm
Nissan,Qashqai,"1,5 dCi 110 Tekna 5d",4.3,129.900 kr.,3/2017,140.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,361.865 kr.,-,181 cm,,
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,167.900 kr.,12/2020,170.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,326.009 kr.,411 liter,188 cm,461 cm,166 cm
Lynk & Co,01,"1,5 PHEV 5d",Kontantpris,244.800 kr.,9/2021,41.000 km,Plug-in hybrid Benzin,"(NEDC) 35,6 km/l",840 kr. / år,262 hk/425 nm,Automatisk,1.800 kg,-,466 liter,186 cm,,
Peugeot,208,"1,5 BlueHDi 100 Prestige Sky 5d",4.2,84.900 kr.,9/2019,119.000 km,Diesel,"(NEDC) 33,3 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,-,285 liter,174 cm,,
Nissan,Qashqai,"1,5 dCi 110 Tekna 5d",4.3,119.900 kr.,7/2017,142.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,361.865 kr.,-,181 cm,,
,,,,,,,,,,,,,,,,,
Audi,A1,"1,6 TDi 116 Sport Sportback 5d",4.5,99.900 kr.,5/2017,165.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,116 hk/250 nm,Manuel,1.200 kg,276.665 kr.,-,175 cm,,
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,249.900 kr.,2/2020,77.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,415.912 kr.,483 liter,183 cm,477 cm,152 cm
Peugeot,3008,"1,6 Hybrid Allure Pack LTD EAT8 5d",4.4,219.500 kr.,4/2021,47.000 km,Plug-in hybrid Benzin,"(NEDC) 39,2 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,345.809 kr.,395 liter,184 cm,445 cm,162 cm
Peugeot,3008,"1,6 Hybrid First Selection EAT8 5d",4.4,229.900 kr.,4/2021,46.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,340.907 kr.,395 liter,184 cm,445 cm,162 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,194.500 kr.,8/2020,70.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Audi,A3,"1,4 e-tron Ambition Sportback S-tr. 5d",4.5,144.900 kr.,11/2014,169.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,486.929 kr.,280 liter,179 cm,431 cm,142 cm
Kia,Ceed,"1,6 PHEV Prestige SW DCT 5d",4.3,179.600 kr.,3/2021,85.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",940 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,255.722 kr.,437 liter,180 cm,461 cm,147 cm
,,,,,,,,,,,,,,,,,
VW,Golf VII,"1,4 GTE DSG 5d",4.6,219.900 kr.,3/2020,34.000 km,Plug-in hybrid Benzin,"(NEDC) 36,0 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,328.418 kr.,272 liter,180 cm,427 cm,145 cm
Skoda,Octavia,"1,6 TDi 110 Style Combi 5d",4.5,74.500 kr.,6/2016,264.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/250 nm,Manuel,1.500 kg,298.000 kr.,-,181 cm,,
Seat,Leon,"1,4 eHybrid FR Sportstourer DSG 5d",4.4,259.700 kr.,7/2021,24.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,295.810 kr.,470 liter,180 cm,464 cm,146 cm
Skoda,Octavia,"1,4 TSi iV Combi DSG 5d",4.5,224.990 kr.,1/2021,68.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.818 kr.,490 liter,183 cm,469 cm,150 cm
Renault,Grand Scenic IV,"1,5 dCi 110 Bose Edition EDC 7prs 5d",4.3,144.900 kr.,8/2017,173.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/260 nm,Automatisk,1.850 kg,-,-,187 cm,,
